Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1762880665,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1762880666,5,,Aggregated,0.000000,0.000000,390,390,390,390,390,390,390,390,390,390,390,10,0,370.0,378.96393759983766,368.93076799970004,389.32849999946484,55.5
1762880667,10,,Aggregated,0.000000,0.000000,220,290,320,330,370,390,390,390,390,390,390,55,0,220.0,265.3954307635848,209.64791200003674,389.32849999946484,52.527272727272724
1762880668,15,,Aggregated,5.000000,0.000000,220,230,250,280,320,370,390,390,390,390,390,115,0,220.0,245.83540026083622,209.64791200003674,389.32849999946484,54.06086956521739
1762880669,20,,Aggregated,13.500000,0.000000,220,220,230,230,280,330,390,390,390,390,390,205,0,220.0,233.87124909264767,209.23162899998715,389.32849999946484,55.66341463414634
1762880670,25,,Aggregated,28.333333,0.000000,220,220,220,220,260,320,370,390,460,460,460,315,0,220.0,228.90080853964966,208.02562000062608,459.487930999785,55.523809523809526
1762880671,30,,Aggregated,39.500000,0.000000,220,220,220,220,250,280,370,390,460,460,460,453,0,220.0,225.182434651187,208.02562000062608,459.487930999785,55.06181015452539
1762880672,35,,Aggregated,51.800000,0.000000,220,220,220,220,230,260,320,370,460,460,460,610,0,220.0,222.72847659014113,208.02562000062608,459.487930999785,55.15901639344262
1762880673,40,,Aggregated,64.166667,0.000000,210,220,220,220,230,260,320,370,460,460,460,796,0,210.0,221.19682201756785,208.02562000062608,459.487930999785,55.028894472361806
1762880674,45,,Aggregated,76.000000,0.000000,210,220,220,220,220,260,290,370,390,460,460,1004,0,210.0,219.86605768524512,207.41493700006686,459.487930999785,55.0398406374502
1762880675,50,,Aggregated,88.000000,0.000000,210,220,220,220,220,250,280,320,390,460,460,1228,0,210.0,219.0826262882677,207.41493700006686,459.487930999785,54.95602605863192
1762880676,50,,Aggregated,99.222222,0.000000,210,220,220,220,220,230,270,320,460,510,510,1457,0,210.0,218.52214548454802,207.39083599983132,506.6598059993339,54.94097460535347
1762880677,50,,Aggregated,111.700000,0.000000,210,220,220,220,220,230,260,320,460,510,510,1696,0,210.0,218.33546516391058,207.18623900029343,506.6598059993339,54.857900943396224
1762880678,50,,Aggregated,134.300000,0.000000,210,220,220,220,220,230,260,320,510,520,520,1922,0,210.0,218.21849375441923,207.18623900029343,515.8431200006817,54.87721123829344
1762880679,50,,Aggregated,155.000000,0.000000,210,220,220,220,220,230,260,320,470,520,520,2149,0,210.0,217.87213599674163,206.28330699946673,515.8431200006817,54.99255467659376
1762880680,50,,Aggregated,171.700000,0.000000,210,220,220,220,220,230,260,290,470,520,520,2377,0,210.0,217.72215293100277,206.28330699946673,515.8431200006817,55.087925957088764
1762880681,50,,Aggregated,188.200000,0.000000,210,220,220,220,220,220,260,290,470,520,520,2621,0,210.0,217.3353201430729,206.28330699946673,515.8431200006817,54.99351392598245
1762880682,50,,Aggregated,201.300000,0.000000,210,220,220,220,220,220,260,290,470,520,520,2853,0,210.0,217.12550254574245,206.28330699946673,515.8431200006817,54.95057833859096
1762880683,50,,Aggregated,211.200000,0.000000,210,220,220,220,220,220,260,280,470,520,520,3081,0,210.0,216.74479297663103,206.2595509996754,515.8431200006817,54.947095098993834
1762880684,50,,Aggregated,219.400000,0.000000,210,220,220,220,220,220,260,280,470,520,520,3324,0,210.0,216.34477990974747,205.02866900005756,515.8431200006817,55.01504211793021
1762880685,50,,Aggregated,227.000000,0.000000,210,220,220,220,220,220,250,270,470,520,520,3559,0,210.0,216.18000119893549,205.02866900005756,515.8431200006817,54.97583590896319
1762880686,50,,Aggregated,231.100000,0.000000,210,220,220,220,220,220,240,270,470,520,520,3785,0,210.0,216.13037931440368,205.02866900005756,515.8431200006817,54.95825627476882
1762880687,50,,Aggregated,231.500000,0.000000,210,220,220,220,220,220,240,260,470,520,520,4026,0,210.0,215.9700734456076,205.02866900005756,515.8431200006817,54.91952309985097
1762880690,50,,Aggregated,230.600000,0.000000,210,220,220,220,220,220,240,260,470,520,520,4251,0,210.0,216.0236285097646,205.02866900005756,515.8431200006817,54.91554928252176
1762880691,50,,Aggregated,206.800000,0.000000,210,220,220,220,220,220,240,260,470,520,520,4485,0,210.0,215.91449980691408,205.02866900005756,515.8431200006817,54.94091415830546
1762880692,50,,Aggregated,191.400000,0.000000,210,220,220,220,220,220,230,260,470,520,520,4724,0,210.0,215.91446231033132,205.02866900005756,515.8431200006817,54.96972904318374
1762880693,50,,Aggregated,193.500000,0.000000,210,220,220,220,220,220,230,260,470,520,520,4945,0,210.0,215.78104263680362,205.02866900005756,515.8431200006817,54.99191102123357
1762880694,50,,Aggregated,192.700000,0.000000,210,220,220,220,220,220,230,260,470,520,520,5185,0,210.0,215.69095903259142,205.02866900005756,515.8431200006817,54.97434908389585
1762880695,50,,Aggregated,191.200000,0.000000,210,220,220,220,220,220,230,260,470,520,520,5429,0,210.0,215.6021505076417,205.02866900005756,515.8431200006817,54.964634370970714
1762880696,50,,Aggregated,192.700000,0.000000,210,220,220,220,220,220,250,270,470,520,520,5641,0,210.0,216.10031526324926,205.02866900005756,515.8431200006817,54.94185428115583
1762880697,50,,Aggregated,191.900000,0.000000,210,220,220,220,220,220,240,270,470,520,520,5878,0,210.0,216.04363315379024,205.02866900005756,515.8431200006817,54.98570942497448
1762880698,50,,Aggregated,190.700000,0.000000,210,220,220,220,220,220,240,270,470,520,520,6098,0,210.0,215.96508227664458,205.02866900005756,515.8431200006817,55.018694653984916
1762880699,50,,Aggregated,189.100000,0.000000,210,220,220,220,220,220,240,270,470,520,520,6340,0,210.0,215.86580676387672,205.02866900005756,515.8431200006817,55.02634069400631
1762880700,50,,Aggregated,193.200000,0.000000,210,220,220,220,220,220,240,270,470,520,520,6575,0,210.0,215.9468524973353,205.02866900005756,515.8431200006817,54.96942965779468
1762880701,50,,Aggregated,216.900000,0.000000,210,220,220,220,220,220,240,270,470,520,520,6790,0,210.0,216.02963332415138,205.02866900005756,515.8431200006817,54.91973490427099
1762880702,50,,Aggregated,231.300000,0.000000,210,220,220,220,220,220,240,270,470,520,520,7032,0,210.0,216.08741353441346,205.02866900005756,524.5800689999669,54.88865187713311
1762880703,50,,Aggregated,230.600000,0.000000,210,220,220,220,220,220,240,270,470,520,520,7251,0,210.0,216.09328904868264,205.02866900005756,524.5800689999669,54.92663080954351
